id,merchantId,externalId,email,name,phone,totalTransactions,successfulTransactions,failedTransactions,totalSuccessfulValue,averageTransactionValue,previousRecoveryAttempts,previousSuccessfulRecoveries,customerSegment
eac0f89e-b3bd-473e-8b71-a7be1e97d5c0,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-33,arun.mishra33@outlook.com,Arun Mishra,+910923810967,27,18,9,2139.57,118.87,2,1,NEW
0c5ae487-f300-4403-9143-87c21c8ccb27,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-34,rahul.iyer34@mail.com,Rahul Iyer,+911642607714,25,22,3,4194.15,190.64,0,0,LOYAL
44736b88-b725-4e5c-be6d-0efd23db2f24,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-35,dev.desai35@protonmail.com,Dev Desai,+910284869598,19,15,4,2098.36,139.89,1,0,LOYAL
89cbe859-8f6c-43ca-922c-eef0753b1e76,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-36,vikram.desai36@protonmail.com,Vikram Desai,+918587422675,20,17,3,2825.54,166.21,2,1,LOYAL
11b07e7b-3007-455e-b361-e638bc293c33,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-37,arun.mehta37@outlook.com,Arun Mehta,+914723801312,19,12,7,2275.0,189.58,4,1,LOYAL
bda82f49-9ead-436a-8890-6f1dc8bb26e5,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-38,priya.iyer38@outlook.com,Priya Iyer,+915424956873,11,9,2,1535.82,170.65,1,0,NEW
f2fda8ce-f214-42f6-90a0-9208d302f7d0,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-39,aarav.rao39@outlook.com,Aarav Rao,+917894756224,23,19,4,3070.45,161.6,3,1,LOYAL
80c247b2-81a8-4dd9-b9ca-c8c7ce5e68fd,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-40,aarav.das40@outlook.com,Aarav Das,+916778995956,18,11,7,1639.54,149.05,0,0,NEW
51118cfc-1b36-46a3-8f0c-5b6770a1cc9d,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-41,amit.iyer41@yahoo.com,Amit Iyer,+918123438294,14,9,5,2039.73,226.64,1,0,AT_RISK
00cce5ef-6fb9-46d4-8a55-fd49be7b53aa,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-42,manish.singh42@protonmail.com,Manish Singh,+910593676791,12,9,3,2318.93,257.66,1,0,NEW
e82a5870-046e-40d4-925c-4586af408def,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-43,aarav.mishra43@yahoo.com,Aarav Mishra,+912419423697,26,22,4,2640.67,120.03,1,0,NEW
8bc229df-0fa8-4598-8a9b-a474106dcbad,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-44,kunal.reddy44@outlook.com,Kunal Reddy,+911036937066,23,20,3,1679.77,83.99,2,1,NEW
b72348de-7b1f-48b3-affe-ad378c37d90b,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-45,ananya.verma45@mail.com,Ananya Verma,+918750560604,15,13,2,2754.58,211.89,0,0,AT_RISK
2fc6b76b-dd0e-4e89-aa30-e99051b10df9,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-46,ravi.kumar46@protonmail.com,Ravi Kumar,+919687479285,25,19,6,3526.03,185.58,3,1,NEW
005f6d4b-0909-4e52-b3ac-6bb9fd02954b,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-47,ravi.chopra47@protonmail.com,Ravi Chopra,+918532924756,22,12,10,1840.51,153.38,4,3,LOYAL
6fe15e12-7b78-4ebb-aa8e-941380be09f5,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-48,kavya.sharma48@protonmail.com,Kavya Sharma,+918127387209,14,9,5,1826.29,202.92,1,0,AT_RISK
87405cde-cec2-4c7e-a0ae-11e231d7218c,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-49,amit.mehta49@protonmail.com,Amit Mehta,+914766470263,18,7,11,566.96,80.99,8,2,AT_RISK
caa5d8b1-c565-448a-a836-4ba85e5306cc,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-50,sneha.rao50@protonmail.com,Sneha Rao,+915395343273,20,16,4,1356.42,84.78,0,0,NEW
0107c0e4-e053-4377-9d74-6b6aff19df8d,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-51,jaya.kulkarni51@yahoo.com,Jaya Kulkarni,+911725759823,15,13,2,1261.51,97.04,0,0,NEW
2c8c6a56-7e09-4c24-8816-253d1da4ef50,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-52,karan.sharma52@mail.com,Karan Sharma,+911002967102,15,13,2,1880.43,144.65,0,0,LOYAL
a7f57c11-3a31-419f-9d73-399f2d0bbaff,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-53,ravi.chopra53@outlook.com,Ravi Chopra,+911094840601,23,19,4,3053.28,160.7,2,0,LOYAL
14de2773-fc38-425f-b1d0-edb8cd16dced,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-54,sneha.verma54@gmail.com,Sneha Verma,+919176725448,24,20,4,1484.81,74.24,1,0,NEW
4dd0efd1-c8fb-452c-84ff-d9aa13e5362f,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-55,priya.verma55@mail.com,Priya Verma,+916679226110,16,8,8,1647.83,205.98,3,1,LOYAL
7b1f5625-dfc1-4c3f-87d0-9af9b48a6d3d,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-56,aarav.iyer56@protonmail.com,Aarav Iyer,+916402280227,17,15,2,3515.36,234.36,1,0,NEW
cc1fca80-71b6-4ed7-b2e9-03813a1af6a1,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-57,sneha.joshi57@protonmail.com,Sneha Joshi,+911212107589,20,18,2,2528.7,140.48,0,0,LOYAL
d160621d-d50d-46f8-bac4-7c36ccb44730,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-58,rahul.kumar58@protonmail.com,Rahul Kumar,+916695400432,21,17,4,2591.24,152.43,1,0,NEW
ac897b66-23f2-416d-8e75-94f924d46e8a,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-59,amit.mehta59@mail.com,Amit Mehta,+915078571542,19,16,3,3004.31,187.77,1,0,LOYAL
88ae60a9-b20c-40ff-b150-38bc57c536c4,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-60,sneha.iyer60@protonmail.com,Sneha Iyer,+919443114464,21,14,7,960.72,68.62,1,0,LOYAL
c53100e0-9bea-4f80-9ac9-1f12ceeb6bd1,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-61,kunal.kulkarni61@gmail.com,Kunal Kulkarni,+914339459654,21,18,3,2742.66,152.37,0,0,AT_RISK
0f3e1499-56bf-4718-b20b-96019d97895b,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-62,diya.desai62@outlook.com,Diya Desai,+916440212840,17,16,1,422.68,26.42,0,0,AT_RISK
9655bf81-fa04-4d77-ad15-52a7a430d273,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-63,arun.mishra63@yahoo.com,Arun Mishra,+917304281961,32,24,8,3413.19,142.22,5,1,LOYAL
c9dee879-180d-4522-beb3-a28fcdd61df2,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-64,suresh.verma64@mail.com,Suresh Verma,+917444411571,16,14,2,2709.79,193.56,0,0,LOYAL
692db591-0fbc-45fc-bc6e-4d6c11bbde0b,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-65,amit.shah65@protonmail.com,Amit Shah,+913720785684,18,14,4,3273.51,233.82,2,0,LOYAL
82175736-280a-4729-b5c0-abf8e3985cff,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-66,ravi.rao66@outlook.com,Ravi Rao,+915543165270,27,14,13,2542.95,181.64,9,6,NEW
326afdcd-689f-4f81-9f3f-af0061d68931,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-67,jaya.bhat67@protonmail.com,Jaya Bhat,+913689405588,17,15,2,1891.76,126.12,1,0,AT_RISK
999da96f-d683-4caf-add2-7136fc77d1e5,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-68,rahul.kumar68@mail.com,Rahul Kumar,+919018907263,14,10,4,1934.8,193.48,2,1,LOYAL
5d1bf30b-f399-4875-bce9-59f526dd760e,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-69,amit.nair69@mail.com,Amit Nair,+913377800699,18,17,1,3821.64,224.8,0,0,LOYAL
03b9ebc4-0c33-4c0d-99c9-c913eb9303aa,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-70,jaya.singh70@protonmail.com,Jaya Singh,+919771120303,20,14,6,1546.67,110.48,3,1,LOYAL
df0272b0-e324-4488-b77e-28a538226195,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-71,priya.gupta71@yahoo.com,Priya Gupta,+915571086291,28,23,5,4708.32,204.71,1,0,LOYAL
e68209b2-491d-4bd4-935e-b98d6bce0ba9,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-72,rahul.shah72@protonmail.com,Rahul Shah,+912089614356,24,22,2,1881.04,85.5,1,0,LOYAL
d4c20f7c-ecdb-4d09-b39d-c4be201a9882,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-73,priya.shah73@protonmail.com,Priya Shah,+918134255929,19,14,5,3394.27,242.45,0,0,NEW
3a74e7a8-e5f7-4193-8ef9-34a091017fa6,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-74,deepa.das74@outlook.com,Deepa Das,+910879978972,31,18,13,2753.3,152.96,8,2,AT_RISK
29fc525a-d022-4eac-a762-50c58f6841af,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-75,lakshmi.rao75@yahoo.com,Lakshmi Rao,+916667686963,16,14,2,1921.52,137.25,0,0,LOYAL
94793ecb-b145-4d93-8198-b5819b049cbc,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-76,rahul.patel76@mail.com,Rahul Patel,+913193427835,21,20,1,2222.18,111.11,0,0,NEW
72285c8d-b9a5-41fe-a809-1eed95597d61,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-77,ishita.reddy77@outlook.com,Ishita Reddy,+919992884072,23,21,2,2599.25,123.77,1,0,NEW
20327acb-d5e0-41cf-9b83-05efc96b3fd6,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-78,deepa.das78@mail.com,Deepa Das,+913705466589,16,14,2,2911.53,207.97,0,0,AT_RISK
f3891cdd-ce43-4d84-abfb-cd606ec13946,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-79,ananya.mehta79@protonmail.com,Ananya Mehta,+910859208934,16,15,1,1857.96,123.86,0,0,LOYAL
3fda19b1-dca7-4cfb-975c-6fa8c3b05cc0,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-80,arjun.patel80@gmail.com,Arjun Patel,+913408146794,17,16,1,3757.17,234.82,0,0,NEW
8066646d-e5f8-4da3-92aa-247c28812e9e,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-81,jaya.gupta81@protonmail.com,Jaya Gupta,+916869262423,26,21,5,3473.19,165.39,2,0,NEW
6a9c46ab-c012-4815-9f66-7ab63338c647,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-82,deepa.rao82@mail.com,Deepa Rao,+919602998026,20,13,7,1314.06,101.08,3,1,AT_RISK
d20d2f08-4b63-4f9a-b14a-81b1b24bf322,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-83,aarav.patel83@outlook.com,Aarav Patel,+912150722831,16,11,5,637.52,57.96,2,0,NEW
ea9d0562-d279-4348-970f-543793257621,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-84,pooja.mishra84@gmail.com,Pooja Mishra,+912995718137,23,18,5,1434.01,79.67,1,0,LOYAL
5aa620b0-b545-4740-af13-8b199a125737,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-85,sneha.nair85@gmail.com,Sneha Nair,+911075747515,21,17,4,2060.71,121.22,1,0,LOYAL
757520e4-4962-4f2d-a873-4ac2c3317cb4,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-86,vikram.patel86@mail.com,Vikram Patel,+913609841748,24,19,5,4532.26,238.54,2,0,AT_RISK
7bfe08c1-4597-493d-8096-6066137f14e8,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-87,kavya.mishra87@yahoo.com,Kavya Mishra,+910265395460,24,23,1,3364.4,146.28,0,0,AT_RISK
da51501f-271e-41af-a3d4-5dee026fca5f,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-88,harsh.kumar88@mail.com,Harsh Kumar,+917242344046,23,17,6,2940.3,172.96,2,0,AT_RISK
82c99fa2-c29b-43e4-ba2d-3acbbbb0d58c,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-89,meera.gupta89@protonmail.com,Meera Gupta,+910800785553,29,23,6,2206.78,95.95,4,3,AT_RISK
9f126a50-8031-475e-a3a5-f6c1d777cc18,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-90,ananya.iyer90@outlook.com,Ananya Iyer,+918949023151,20,15,5,1862.97,124.2,2,0,NEW
1f98834e-044d-4b9a-8077-2232d8fd5839,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-91,ravi.mehta91@gmail.com,Ravi Mehta,+913512245766,12,11,1,2445.84,222.35,0,0,AT_RISK
546ce350-ee56-4229-8434-a75dbf51d05d,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-92,sakshi.sharma92@mail.com,Sakshi Sharma,+919821733085,21,17,4,3455.66,203.27,2,1,LOYAL
2873647e-8fe3-48c8-99bd-e9c2f809d532,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-93,neha.singh93@yahoo.com,Neha Singh,+917905341339,24,22,2,2809.95,127.72,0,0,LOYAL
4b9c17aa-905c-49f3-b099-f89623d5b2c3,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-94,vikram.singh94@gmail.com,Vikram Singh,+911700446425,13,12,1,1339.32,111.61,0,0,LOYAL
7445c8fa-dd0d-43b4-ba69-464532a6afe4,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-95,meera.iyer95@gmail.com,Meera Iyer,+912646035032,18,15,3,1407.96,93.86,2,0,AT_RISK
1e0da360-2865-4988-be88-07d2367e3b04,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-96,arjun.shah96@outlook.com,Arjun Shah,+913071375880,22,19,3,2345.55,123.45,0,0,LOYAL
d395703b-c676-4669-a15a-0032c06b3118,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-97,nisha.patel97@protonmail.com,Nisha Patel,+910985574103,19,13,6,2081.9,160.15,3,1,NEW
8fcf1c5c-a25a-43c8-8c13-175e86a842de,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-98,lakshmi.mishra98@protonmail.com,Lakshmi Mishra,+918908255333,26,17,9,2834.29,166.72,4,1,LOYAL
2409c708-9fc5-4e08-91ad-01bf6bc9917c,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-99,kavya.reddy99@gmail.com,Kavya Reddy,+915159378821,18,10,8,1241.19,124.12,5,2,LOYAL
e9d9f203-d1dc-40a7-b2d8-b055019fff4d,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-100,diya.reddy100@mail.com,Diya Reddy,+911709645568,21,15,6,3635.03,242.34,4,3,LOYAL
8dee6082-f2fd-4f74-9e22-1db11c71bb2f,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-101,arun.mishra101@outlook.com,Arun Mishra,+918610432053,23,18,5,2549.59,141.64,1,0,NEW
0d4ecd64-082e-4265-9726-95bd1ce1e706,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-102,rahul.patel102@gmail.com,Rahul Patel,+913269053597,20,16,4,2437.15,152.32,1,0,LOYAL
3b85d3cf-ecd1-468a-9d78-da31e674f592,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-103,aditi.chopra103@mail.com,Aditi Chopra,+916341018375,24,15,9,2705.92,180.39,1,0,LOYAL
7494e380-3fd9-4a74-818e-2b4526f4b16f,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-104,dev.patel104@yahoo.com,Dev Patel,+917956393760,12,9,3,1034.95,114.99,1,0,AT_RISK
f15d6e72-9b51-43da-94f1-6c222d1a6d41,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-105,arun.nair105@gmail.com,Arun Nair,+913532896106,23,20,3,1551.99,77.6,0,0,LOYAL
c41b3f54-16a5-4b45-8a1f-5011eed14255,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-106,suresh.rao106@outlook.com,Suresh Rao,+919635933786,16,13,3,2517.1,193.62,0,0,AT_RISK
fd6d14e2-dbd7-4456-89ef-7d3cb9872829,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-107,manish.desai107@gmail.com,Manish Desai,+916433129421,19,15,4,2069.07,137.94,0,0,LOYAL
9428c866-4870-4cb8-ada4-5afb0a3e28a7,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-108,amit.verma108@gmail.com,Amit Verma,+915575686511,18,14,4,2419.73,172.84,2,1,LOYAL
e4f43e09-37cd-4375-9b5c-66f57d4f41db,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-109,harsh.mishra109@yahoo.com,Harsh Mishra,+917037967722,14,10,4,1161.8,116.18,0,0,NEW
d22ccca0-9439-46df-9fbb-f40a2aa81aa6,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-110,lakshmi.bhat110@yahoo.com,Lakshmi Bhat,+913994235988,21,19,2,1054.94,55.52,0,0,LOYAL
cc6c8a80-2ba2-4179-ba76-c052f8dc9846,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-111,arjun.shah111@gmail.com,Arjun Shah,+916851882729,21,17,4,1728.07,101.65,1,0,NEW
40c7c8f4-4c19-4290-9c26-b5d42934624a,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-112,arjun.iyer112@gmail.com,Arjun Iyer,+919243005293,20,16,4,2421.51,151.34,1,0,LOYAL
ac046e59-00a6-400e-8177-e844d3f681bc,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-113,aarav.nair113@gmail.com,Aarav Nair,+918671286174,7,5,2,607.21,121.44,0,0,LOYAL
4c89fdce-07ee-41d0-a6c2-df29340005aa,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-114,aarav.singh114@gmail.com,Aarav Singh,+912857512304,23,19,4,2235.41,117.65,2,1,AT_RISK
cdce7487-eeb2-4265-a4f6-7a527bfcf4f3,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-115,lakshmi.mishra115@protonmail.com,Lakshmi Mishra,+910845657203,18,15,3,3551.97,236.8,0,0,LOYAL
eb19c6f9-ffda-49d7-904b-b3284c452b36,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-116,sneha.iyer116@yahoo.com,Sneha Iyer,+916090559534,15,11,4,1334.46,121.31,1,0,LOYAL
f8274add-4699-42c3-afc1-004d45848f11,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-117,arun.das117@outlook.com,Arun Das,+912073767730,16,15,1,1887.61,125.84,0,0,AT_RISK
31863b91-5819-4009-9a30-e2431abfdf49,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-118,sakshi.nair118@yahoo.com,Sakshi Nair,+918694117902,21,16,5,2369.19,148.07,1,0,LOYAL
57cb50fe-b38a-4739-9204-1268e9b213ac,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-119,lakshmi.joshi119@gmail.com,Lakshmi Joshi,+913338406280,27,20,7,3494.03,174.7,1,0,AT_RISK
e502d82b-7a34-4a41-a166-63f3f79a4614,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-120,arun.nair120@outlook.com,Arun Nair,+911387839449,20,14,6,140.0,10.0,3,0,LOYAL
d0ef23ff-e6c5-4c6e-a67a-43da22875222,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-121,rohan.shah121@gmail.com,Rohan Shah,+917068530636,33,18,15,2657.77,147.65,3,0,NEW
